signal_index,file_name,free_text_sensory,free_text_emotional,free_text_association
77,2410101114156.json,This sensation was thrilling and intense. The vibration was round in motion and it was energetic,It makes me feel excited.	 ,It reminds me of some buzz sound from movies
77,2410081614156.json,The sensation are long burst but with constant amplitude.,The sensation makes me feel urgent and alarmed.,The sensation reminds me of a buzz that went off.
77,2410111005156.json,"The sensation was very strong and continuous, although periodic but the pause was very subtle alomost unnoticeable at the end",This sensation make me feel concerning and urgent,"This reminds me of my phone when it alerts for water in the charging port or tries to get rid of moisture in that port, it makes this kind of sensation."
77,2410090912156.json,The sensation is pattern of lastting waves with high intensity that repeat with very high frequency,The sensation feels bad or aggresive,The sensation reminds me of being in high tide pool where waves crash into your body
77,2410091549156.json,This sensation is like a continous high frquency vibration.,The sensation feels a bit arousing and urgent.,This sensation is similar to the one my phone makes when on vibration mode.
78,2410041611156.json,This sensation starts with low frequency and then goes to high then goes low and then medium but each interval is of different time.,This sensation makes me feel like dancing.,N.A.
78,2410101326156.json,it's a vibration of mixed pitch levels.,This sensation also make me feel to do some dance moves.,It feels like a vibration in musical songs.
78,2410111101156.json,This sensation has all the speed from low to high with jerk,It is unpleasant,Like alarm vibration
78,2410101211156.json,The vibrations were steady and sharp. It felt very fast.,This sensation felt unpleasant,NA
78,2410101114156.json,This sensation were uneven and weird. It was unplesant to experience it ,It made me feel uncomfortable and annoyed,It reminds me of a disturbing sound 
78,2410081614156.json,The sensation consists of 3 very short bursts and one long pulse.,The sensation makes me feel energetic and excited.,The sensation reminds me of a motorcycle.
78,2410111005156.json,"The sensation was repeating, group of short vibrations with an abrupt change in the pattern in the end",This sensation made me feel excited and thrilling,This reminds me of any intense or starting scenes in the movies.
78,2410090912156.json,The sensation is a repeating pattern of quick evenly spaced waves ending in high intensity wave,The sensation feels urgent,The sensation reminds me of correcting flow of resistance in video games 
78,2410091549156.json,"The sensation is of high frquency giving high, medium and low notes following each other at a constant rate.",I feel a little anxious.,The sensation is similar to the sound that can be heard from a washing machine at the end of a cycle.
79,2410041611156.json,It is burst of two high frequencies after stopping interval then there is also a medium level frequency which happens after second interval before this pattern starts again.,This emotion makes me feel smooth.,It reminds me of using some machine to cut weeds out which lowers its vibrations when its not in contact with weeds in grass.
79,2410101326156.json,"it's a pattern of 3 tyes of vibration where the first vibration stays for long, second vibration stays less than the first and raually decreases at lst i.e. at 3rd vibration.",It makes me feel like dissatisfied.,N.A	
79,2410111101156.json,The senation is like high speed with low and then there is a jerk ,It is not that good,I have not felt this
79,2410101211156.json,The sensation was energetic with mild thumps in between. The intensity of the vibrations was appropriate,This sensation made me feel pleasurable and enjoyable.,The sensation reminded me of a massage chair
79,2410101114156.json,The sensations were even and active. the vibrations felt stimulating and electric,It made me feel energetic and evoked excitement,It reminded me of a alarm clock
79,2410081614156.json,The sensation consists of two long bursts with different amplitude and a couple of small bursts with similar amplitude.,The sensation gives me a feeling of rough road.,The sensation reminds me of a rough and bumpy road.
79,2410111005156.json,The sensation was group of long vibrations but not in any pattern,This sensation made me feel weird,N.A.
79,2410090912156.json,The sensation is a repeating pattern of high intensity short duration wave followed by long duration high intensity wave,The sensation feels intense and urgent,The sensation reminds me of when your alarm rings
79,2410091549156.json,The sensation is a hight frquency one which has three vibrations at equal gaps but the third one goes a little extended while the first two  are similar ones.,I have a feeling of activeness.,This sensation is similar to the vibration my fitbit watch makes after the completion of a certain activity goal.
80,2410041611156.json,It is a fast low frequency vibrations which tends to lower and stop immediatly at intervals.,It makes me feel unpleasant and restless.,It reminds me of wachine machine when it is pumping water.
80,2410101326156.json,It's like a grainy and frictional sensation	,N.A,it feels like the same sensation that I feel when rubbing 2 things to each other.
80,2410111101156.json,The sensation is of not low not not medium speed ,It is pleasant,dropping of rain with low vibration
80,2410101211156.json,The vibrations was steady and mild. The vibrations were smooth and quiet.,The sensation made me feel weird but thrilling  as well.,NA
80,2410101114156.json,"This sensation gave a sense of urgency, It was alarming and fast.",It made me feel neutral,It reminded me of my alarm
80,2410081614156.json,The sensations are long but quick bursts with high amplitude.,The sensation makes me feel urgent and quick.,The sensation reminds me of a fire training alarm.
80,2410111005156.json,The sensation was mildly intense and repeating. The pause was barely noticabe.,The sensaton made me feel alarm and panicky,This felt like the alarms during the fire drills or evacuation drills.
80,2410090912156.json,The sensation is a repeating loop of waves with no lows that end with high intensity,The sensation feels energetic exciting ,The sensation reminds me of electronic music
80,2410091549156.json,The sensation is of a low frequency making continuous vibrations with a gap in the first two constant paced similar vibrations and the third one goes longer having the same note as the first and second.,The senation is giving a neutral feeling.,This sensation is similar to the the sound that a hand fan makes on a low to medium speed.
34,2409171434134.json,"this feels like a soft, quick rhythm",this sensation makes me feel in some hurry. ,it feels like describing an emotion associated with urgency
34,2409171804134.json,This sensation felt like small pulses and beats playing smoothly.,it made me feel calm.,This sensation felt similar to water flowing freely.
34,2409181108134.json,"It's a gentle but consistent vibration, something that reminds you of someone trying to wake you up.",It reminds me of something steadily trying convey something to me.,It reminds me of getting a phone call when my phone is on vibration.
34,2409180909134.json,This sensation feels like short continuous vibrations,This sensation makes me feel like its giving me an alert,It reminds me of a motor
34,2409251557134.json,"It was a continuous sensation, it kept pulsing but never stopped or paused","Feels like hurry, like I have to run","felt a bit like churning butter, operating a food processor on pulse mode and trying to cranck an old IC engine "
34,2409240920134.json,this sensations feels like that of an object rotating as it is periodic and the vibrations go up n down in strength.,this sensation makes me feel uneasy as my situatios and memories associated with it are not pleasant.,this vibration reminds me of the washing machine running on very high load of clothes and the really rusty tires of a bycicle and brakes as they are pedalled hard to move forward.
34,2409241105134.json,I would describe this sensation as a rapid repitative vibration.,This sensation makes me feel triggered.,This reminds me of SOS warning.
34,2409241546134.json,The sensation feels like constant taps or vibrations.,I feel I need to do something instantly or attend to some emergency instantly.,It feels like a phone vibration with some imporatant message such as emergency broadcast for weather condition.
34,2409241500134.json,It feels like Arythmic Heartbeat.,It makes me feel on edge.,It is like a water bottle falling down 6 steps and then an interval and then 6 steps again.
34,2409241827134.json,The sensation is a rhymtic short duration movement.,The sensation makes me feel like panicky and anxious.,The sensation reminded me of my heartbeat after a run.
35,2409171434134.json,this sensation feels like an extreme fast burst of vibrations,this sensation makes me feel panicky,this sensation reminds me of an semi automatic machine gun
35,2409171804134.json,This sensation consisted of repeated fast yet small beats or vibrations.,This sensation made me feel more active due to the fast beats.,This sensation reminded me of a buzzing or slightly vibrating object.
35,2409181108134.json,It's a very fast paced vibration with very short breaks in between.,"It awakens a sense of urgency, like an alarm bell going off.",It reminds me of my old alarm clock but the sensation converted from sound to the vibration only.
35,2409180909134.json,This sensation feels like running,This sensation makes me feel energetic,NA
35,2409251557134.json,Constant and uniformly oscillating up and down beats,"Feels like energy, upbeat, makes me wanna ride a bike",Like I'm in a club dancing to EDM or I'm riding an old vintage vehicle like a Royal Enfiled bike or a tractor
35,2409240920134.json,this sensation is of hugh frequency...even faster than heart beats.,this sensation makes me feel alert and aware.,"I use a similar kind of tone and ring for my alarm clock, its like a fast paced ticking and it always wakes me up from my sleep."
35,2409241105134.json,The sensation is rapid dot like vibration.,This sensation make me feel urgent but not emergency. ,The sensation reminds me of a table fan.
35,2409241546134.json,The sensation feels like a very fast rifle or machine gun.,It makes me feel like I am firing some firearm with high fire rate.,"I could relate this to playing call of duty on a controller, the gun mechanics seems very similar to the sensation mentioned."
35,2409241500134.json,It feels like shooting an AR with a bump stock on.,It makes me feel Power,It remids me of shooting a gun.
35,2409241827134.json,The sensation is a rhymtic shooting vibration.,The sensation makes me feel active and energetic,The sensation reminds me of action games I play everyday.
36,2409171434134.json,this is an extremely soft beat ,this makes me feel anxious,"this reminds me of a heartbeat, but not an excited or a healthy one"
36,2409171804134.json,This sensation consisted of pulses that repeated at the same time intervals at a moderate speed.,This sensation made me feel relaxed,This sensation felt quite similar to the sound of a relaxed heartbeat or normal pulse.
36,2409181108134.json,"It's a very weak vibration, something that you might even miss if you were doing something else. ",It feels like my heartbeat when I'm nervous.,When the controller was in my hand it even felt like my own veins pumping the blood when I'm done with a workout.
36,2409180909134.json,This sensation is subtle and feels like pulse,This sensation makes me feel calm,This sensation reminds me of the sensation of human pulse
36,2409251557134.json,"A low and silent pulse, you can hardly feel it ","Feels like a secret or mystery, suspicious, and maybe even anxious ","Low pulse, reminds me of soldiers walking in a swamp at night time for stealth, Also feels like impending death with the low heartbeat sorta feeling "
36,2409240920134.json,"this sensation is like a leaked tap dripping water, not too quick and not too slow","this sensation has a periodic ring to it, makes me feel calm at first, but builds anticipation as time goes on and gets annoying after a while",this sensation is very much like a leaking tap.
36,2409241105134.json,The sensation is like light heartbeat.,This make me like soothing.,This reminds me of heartbeat.
36,2409241546134.json,The sensation feels like very gentle taps.,"It makes me feel agitated but in a calm way, like there is some ticking going on or my heartbeat i can feel.",After running very fast or doing something which is tiring with at altitude I felt my heart pounded like this which I could hear in my ears and feel in my arms.
36,2409241500134.json,it feels like a continous beat. but every forth beat is a little bit stronger.,It makes me feel like I am learning piano.,It feels like using a metronome.
36,2409241827134.json,The sensation had a very small but sensaory vibration.,The sensation made me feel calm and soothing.,The sensation reminds me of a heartbeat of a new born baby.
39,2409171434134.json,I would describe this sensation as a long continuous vibration,"This makes me feel steady, waiting for some process to end. It makes me want to be patient.","This reminds me of a machinery, think like a paper shredder. I feel like I am waiting for the shredder to complete with the paper at hand."
39,2409171804134.json,This sensation was a light vibration and is similar to a buzzing sensation.,This sensation made me feel active.,This sensation felt similar to holding a hair trimmer.
39,2409181108134.json,The vibration is something that you'd feel if you put your hand on a small motor.,It feels like a small motor working like a water pump maybe.,Yes it felt like some machine like a big refridgerator or a motor that i've put my hands on.
39,2409180909134.json,This sensation is a continuous vibration,This sensation is unpleasant,This sensation reminds me of the vibration that comes from a construction site
39,2409251557134.json,"This sensation felt like something was in constant motion, it was continuous and felt strong","This sensation felt like i was working in a field operating some heavy machinery, Energetic and felt like work time.","Quite a lot of things actually, this was more like operating a grass cutter, or the vibrations felt on ps4 joystick while playing Call of Duty"
39,2409240920134.json,"this sensation is lpulsating, feels like its tapping you very softly and very quickly","this sensation makes me feel calm and relaxing. It is uniform, and not too intimidating","this vibration reminds me of the massager I had back home, it is not too hard on the body and gives much needed relief when you have muscle pain."
39,2409241105134.json,The sensation is like normal vibration.,This sensation makes me feel relaxed.,This reminds me of hand massager.
39,2409241546134.json,The Sensation feels like rumble of a high speed engine or machine.,It makes me feel that I have high amounts power in my grasp and pressing trigger will take me faster or fire a gun.,"This reminds me of a lawn mower which is cutting grass, this also feels like a jet ski going at very high speed."
39,2409241500134.json,It gives out a constant vibration. ,It makes me feel anxious.,It remids me of PS5 controller when playing NFS and I start drifting or rubbing against the side of the wall. 
39,2409241827134.json,The sensation is a continous cycle of vibrations.,The sensation made me feel uneasy and caused discomfort.,The sensation reminds of me of being lost in my own thoughts but feeling the time ticking around me.
40,2409171434134.json,"This sensation feels like an alarm, asking me to pay more attention to where it was originated from.","This sensation makes me feel alarmed, and active. I feel ready to listen to what it has to say.	",It reminds me of my phone alarm or a pager. 
40,2409171804134.json,This sensation can be described as movement or moderate pulses but with slight pauses in the middle.,This sensation made me feel more interested.,This sensation felt similar to a shooting game where pressing the gun would create vibrations and releasing it would stop them.
40,2409181108134.json,The vibration is 4-5 continous bursts followed by a little break and then repeats the pattern.,The vibration is more profound at the lower end of the controller on your fingers specially and makes you feel directional in a way.,It feels like selective vibration i've felt on the triggers on my xbox controller(series X ones).
40,2409180909134.json,This sensation is like vibrations at equal intervals,This sensation makes me feel a bit anxious,NA
40,2409251557134.json,This sensation felt like something was trying to start. The vibrations came in a pattern of five and had a break before it looped again ,"This sensation felt like laziness, trying hard to wake up in the morning or even the opposite of struggling to wake someone else up in the morning","This sensation felt like trying to jumpstart a car on a winter morning, old equipments failing to start on the get go"
40,2409240920134.json,"this sensation feels like its trying really hard to do something, but is failing. It starts of high , beats three times and goes away.","this sensation made me feel funny, made me smile.",this definitely reminds me of a really old car trying to start on a winter morning. Just a few grunting noises when the key is turned but wont turn on.
40,2409241105134.json,The sensation is like slow but repitative vibration with a some pauses.,This sensation makes me feel neutral.,This remind me of a mixer grinder.
40,2409241546134.json,This sensation feels like burst of vibrations and then a pause.,It makes me feel like I am trying to contact someone. I it makes me feel hopeful.,It reminds me of starting a Car which has been kept outside in Cold which takes time to start and you have to turn the key many times. It also feels like calling someone or your phones vibration when you get a call. 
40,2409241500134.json,It gives out light buzzez of 5 in a row. ,It makes me feel like I am playing with water.,it reminds me of the water sprays in parks and lawns.
40,2409241827134.json,The sensation is catchy and slowly builds up.,The sensation made me feel thriling and panicky.,The sensation reminds of a horror movie wherein the protagonist trys to open a door and the background music is the vibration.
43,2409171434134.json,This feels like a quick and soft alarm,I do feel anxious and alarmed by it,"It reminds me of my smart watch, whose alarm went off, but is also low on battery and thus cannot vibrate at it's full capacity."
43,2409171804134.json,This sensation is similar to constant repeated tapping motion but with little pressure.,This sensation made me feel a little distracted due to the constant tapping vibration.,It felt similar to the vibrations of an alarm clock going off.
43,2409181108134.json,The vibration is weak but quite fast so not as hard to ignore. ,It makes me feel like I'm holding a small animal in my hand and it's trying to escape.,Yes it reminds me of when I held a rat in my hand.
43,2409180909134.json,This sensation is subtle but continuous,This sensation makes me feel neutral,This sensation reminds me of fast heart beat 
43,2409251557134.json,this sensation felt like tiny uniform and also quick steps,"This sensation makes me feel sleepy as it reminds me of someone snoring in proximity, also feels like I have to be quiet",The sound a motor boat's engine makes before we deboard ii and also like bullets fired in a distance 
43,2409240920134.json,"this sensation is very fast, uniform yet builds up like something is running out.",this sensation makes me feel restless and anxious,this sensation reminds me of the time when I was participating in competitions where the time would be running out and the countdowns sound and feel the same in my head.
43,2409241105134.json,The sensation is almost feel nothing but light wave vibration in background.,This sensation makes me feel good.,This remind me of a light alarm clock.
43,2409241546134.json,The sensation feels like extremely faint vibrations with multiple bets in a second.,It makes me feel soothing but intense.,This does remind of flying a helicopter on a gaming console which gives this faint vibration beats.
43,2409241500134.json,it gives out small sucsessive buzzez.,It makes me feel like there is water dripping on my hand in fast manner,It reminds me of water from a spigot falling down fast. It also feels like when catching a pokemon in nintendo ds.
43,2409241827134.json,The sensation is very light but evident.,The sensation made me relaxed and pleasent.,The sensation reminds me of light rain on the beaches of California.
48,2409171434134.json,This feels like a three step buzz that cycles a specific pattern.		,This makes me feel curious and alarmed.	,It feels like how my phone rings when it is on silent.
48,2409171804134.json,This sensation felt similar to the the beats of a song or the high bass felt when songs are played at a very high volume.,This sensation made me feel familiar and interested.,This sensation reminded me of listening to music at a high volume.
48,2409181108134.json,The vibrations are quite strong but they follow a simple rythmn which is easy to notice.,It makes me feel like I'm getting an important message or call from someone that my phone thinks is important for me.,Yes it reminds me of the same vibration i feel when i get a calls on instagram.
48,2409180909134.json,This sensation is like vibrations in a rythm,This sensation is enjoyable,It reminds me of music
48,2409251557134.json,The sensation felt like it had 3 uniform beats followed by a deeper beat and this pattern looped ,"Feels like nostalgia handling old brick dumb phones of the mid 2000s or a gameboy, the vibrations remids me of nostalgia","The sensation was resmebling the ringtone vibration patterns of olden era, nokia brick phones were the first thought"
48,2409240920134.json,this sensation has a good melody to it. You can listen or feel it for a good amount of time.,this sensaton made me feel happy and joyful. The sensation has a good rhythm and feels pleasant.,"this sensation feels like one of those EDMs I have in my playlist , which I just have them for the music and not for the lyrics."
48,2409241105134.json,The sensation is like a music beat.,This sensation makes me feel happy.,This reminds me of a bollywood upbeat song.
48,2409241546134.json,"The sensation is frictional, there are two high friction burst accompanyed by low friction burst ",The makes me feel irritating and uncomfortable.		,This feels like when you are driving you go out of your lane and get on the edge of the road where there is resistve strips to make you aware that you are out of lane makes your car rattle.
48,2409241500134.json,It gives out two small burst of buzz and then one slightly longer buzz. ,It makes me fell like running.,It reminds me of Horse galloping.
48,2409241827134.json,The sensation is builds up speed to an extent and stay the same.,The sensation made me feel excited and enjoyable.,The sensation reminds me of visiting a disco and the beats there.
52,2409171434134.json,"This sensation feels like a buzzing loop, wher it has a peak and low, and it cycles on that.",It makes me feel funny and active,"This reminds me of many comical sounds that are used in shows, and I think that is why it also made me feel funny."
52,2409171804134.json,This sensation felt like a phone ringing but in the vibration mode with no sound.,This sensation made me feel familiar.,This sensation reminded me of a vibrating cell phone when it is called.
52,2409181108134.json,The vibration starts off weak but grows strong very fast and then turns off and repeats the pattern.,It reminds of me someone trying to wake me up but being not so gentle about it.,Yes it feels like your mom trying to wake you up when you're already late for school.
52,2409180909134.json,This sensation is decreasing intervals of vibration with a pause  ,This sensation is not very pleasant,It reminds me of a drilling machine
52,2409251557134.json,The sensation felt like something was starting from zero rpm to a high rmp in a span of a second and this sensation looped ,"This sensation felt like i was in an emergency, Like I had to do something quick. this also cheered me up and felt very familiar ","This sensation reminded me of playing beyblade matches with my friends, also reminded me of using a drilling machine "
52,2409240920134.json,"this sensation is like that ""boing"" of a spring or a slinky when it compresses and stretches.","This sensation makes me feel jumpy, but soothing at the same time. It's not the most pleasant sound or feeling, but it is fun.","it reminds of the trampolines, or the inflated houses for kinds, where there is a lot of jumping and laughter."
52,2409241105134.json,The sensation is like repititive vibration but some pauses in between but intense.,This sensation makes me feel intense.,It reminds me of a car starting with a key or an intense alarm.
52,2409241546134.json,This sensation is gradually increasing vibrations more like fast steps of vibrations and then a pause.,This sensation makes me feel aggresive and panicky.	,This reminds me of some big siren going off in nuclear bunker. It also feels like chain saw cutting through wood.
52,2409241500134.json,medium long buzzez one after the other.,It makes me feel disapointed,it reminds me of the Nintendo switch vibration when the pokemon is about to get out of the pokeball.
52,2409241827134.json,The sensation is a long vibration with spaced out intervals.,The sensation made me feel irritated and annoyed. The sensation is familiar.,The sensation reminds of a chalk being written on a black board and the squeaking of shoes on the floor.
53,2409171434134.json,This sensation felt like a loop but also intense and serious at the same time.,This sensation makes me feel intense and sad. It also makes me feel that something bad is going on.,"It reminds me of being in some intensive care unit facility in a hospital, where there are a team of doctors giving all of their efforts to save the patient."
53,2409171804134.json,This sensation can be described as something sharp being used to cut something.,This sensation made me feel a little uncomfortable.,"This sensation reminded me of a sharp object, specifically used for cutting like a saw, knife, etc."
53,2409181108134.json,"The vibration consists of 2 bursts, first one a longer but weaker one but the other one right after that being a shorter but stronger one.",This reminds me of someone telling me that the time is up.,It reminds me of when the clock starts ringing in the exam hall when your time is up.
53,2409180909134.json,This sensation is not a vibration ,This sensation feels sharp,NA
53,2409251557134.json,This sensation felt like accelerating a bike on neutral twice,This sensation made me feel like something big was about to happen and this was the buildup before that. this also felt like speed or like a race was about to begin,"This felt like accelerating and making noise with the engine on neutral on a 2 stroke bike, yamaha rx bike makes a similar sound/vibration/sensation "
53,2409240920134.json,this sensation is exactly that of a saw cutting wood.,"this sensation makes me feel tired, as my memory associated with it is too much labour. It can be fun on a good day, but mostly tiring.","I remember this sensation when I was sawing a big chunk of wood. This sensation is exactly like that, pushing and pulling the saw as it cuts into the wood."
53,2409241105134.json,The sensation is like light and intense vibration combined.,The sensation me feel some like of signal.,It sounded like it is saying left and right again and again.
53,2409241546134.json,I would describe this as Rough and gritty with one vibration being sharper then the next one.,This make me feel anxious and passive.,This reminds me of car engine shutting down espcially in case of Manual car where the clutch is not able to grab onto the gear and car comes to a grinding halt.
53,2409241500134.json,It gives out 3d vibration which I can feel moving from one part of my hand to another. ,It makes me calm.,It reminds me of a cat or a dog breathing somewhat fast.
53,2409241827134.json,The sensation is constant throughout with ups and downs.,The sensation made me feel pleasurable and comforted.,The sensation reminds of standing in front of a printer that is prinitng loads of paper.
54,2409171434134.json,This sensation felt like a pattern of discrete march by a battalion of soldiers.,It makes me feel anxious and anticipating of a military or war grade situation,It reminds of war environments -- specifically located in the german/european regions around the world war 2 era
54,2409171804134.json,"This sensation felt like an object being hit constantly with some pressure at repeated time intervals, producing some sound vibrations possibly.",This sensation made me want to focus more.,This sensation felt similar to a drum or an utensil being hit repeatedly with slight pauses in between.
54,2409181108134.json,The vibration feels like you're pulling on a rope and the rope is scratching against a surface.,This makes me feel a little bit more vexxing than usual it's like playing with a ball but it keeps bouncing off on the wrong places.,Yes it made me feel like when i was playing with a small water orb that has small crystal balls inside.
54,2409180909134.json,This sensation is sharp vibrations in equal intervals,This sensation makes me feel alert,It feels like the vibration from a motorcycle
54,2409251557134.json,"This sensation felt like two metal rods clanked, it had a distince reverberation-ish feel to it ","This sensation induces a sense of suspense to me like something of a clock ticking effect, the sensation also feels hollow like echos in a cave",This feels like holding two metal bars in hand and clancking them
54,2409240920134.json,this sensation is like the vibrations you feel through your body when you stand too close to a big loud speaker.,this sensation gives me goosebumps as I can feel the vibrations through my hand.,"this vibration reminds me of the bass boosted speaker just blasting the sound directly through your body, or just water jumping on a speaker playing music if its not too loud."
54,2409241105134.json,The sensation was like ringing vibration.,The sensation felt aggresive.,It reminded me of a door bell.
54,2409241546134.json,I describe this sensation as precise vibration in periodic time with some very low background vibration always present.		,This make me feel intense and weird.	,This reminds me of using saw on wood like table saw on a wood. This also feels like ringing of old telpehones.
54,2409241500134.json,it gives out 3d pendulum vibration where the vibration goes to one end of the hand stops for a very short while and the goes to the other end. SPends the least amount of time in the middle.,it makes me worried,This also feels like a pet breathing but maybe it's huffing or sick
54,2409241827134.json,The sensation is frictional and very rhymtic.,The sensation made me intense and steady.,The sensation reminds me of the army marching at a battalion.
55,2409171434134.json,This sensation feels like an electronic and vibrational poke by someone,This makes me feel irritated and mad,This reminds me of an irritating friend or sibling I have who is trying to gain my attention by physically poking me instead of calling me by my name
55,2409171804134.json,This sensation was repeated vibrations in a group with slight pauses in between. It is quite similar to a phone vibrating when an alarm goes off.,This sensation made me feel calm.,"This sensation reminded me of a rythmical sound, similar to the background music in action games."
55,2409181108134.json,The vibration starts with one longer burst and then followed by 2 burts first one being shorter and longer but both of these being stronger than the first one.,"This feels like someone calling your name then saying ""Wake UP"".",It reminds me of the alarm clock or in a way just someone telling you something after calling your name.
55,2409180909134.json,This sensation is two soft vibrations  ,This sensation makes me feel alert,This sensation reminds me of the alert from a blood pressure monitor 
55,2409251557134.json,This sensations tarted with a long vibration and them became two vibrations back to back in a loop. ,"Feels like wake up time, like the vibration of an alarm clock in the morning, energetic, fresh are some words I'd like to associate with this sensation ","Alarm clock app of the iphone in the morning, lowkey reminds me of a trimmer being operated on my face"
55,2409240920134.json,this sensation is like a buzzer on an alarm clock,this sensation feels like its alerting some kind of deadline and makes me feel panicky.,this sensation reminds me of my electric cooker I had back home which would sound a buzzer to indicate cooking is finished.
55,2409241105134.json,The sensation is like z vibration in hand.,The sensation makes me feel a bit irritated.,This remind me of a song.
55,2409241546134.json,I would desribe this snesation as Prominent vibration and then one smallest vibration and then a little bigger vibration and this pattern repeating.,This makes me feel bad or annoying.,This reminds of selecting a item in a games which you are not supposed to select the game denies you the selection you get the second and third smaller vibrations.
55,2409241500134.json,"it gives out 3 buzzez one small independent buzz, and then one small buzz along with one long buzz. ",It made me happy and nostalgic.,It reminds of skipping while walking as it has the same rhythm
55,2409241827134.json,The sensation is a rhymtic cycle that is very calming.,The sensation made me feel good and pleasant.,The sensation reminds me of a printer printing a fax or paper.
56,2409171434134.json,This feels like a ding-dong like oscillation,"This makes me feel steady, as somehow I anticipate the vibration to accelerate in it's rhythm",It reminds me of a trampoline
56,2409171804134.json,This sensation consisted of vibrations that felt like skipping or jumping repeatedly at a fixed pace.,This sensation made me feel active.,This reminded me of jumping on a trampoline without falling.
56,2409181108134.json,The vibration starts weak then goes to strong then back to weak and repeats the pattern. ,It makes me feel like a pendulum swinging back and forth.,Yes it reminds me of the generic vibrations you feel on a controller when playing a game where you have to match your accuracy by aligning the shot at the middle.
56,2409180909134.json,This sensation is like soft vibration at a rhythm like someone's jumping on a trampoline ,This sensation makes me feel excited,This sensation reminds me of a person jumping on a trampoline
56,2409251557134.json,This sensation felt like 2 spinning wheels spinning in opposite directions stopped spinning back to back in a second ,"This sensation made me feel like humans were at work, like in a construction site operating a manual saw in to and fro motion ","This felt like i was churning butter with my grandma, or playing with a spinning top when the top is being released from the thread and starts to spin "
56,2409240920134.json,this sensation is like a reverb to another sound or vibration,this sensation makes me feel excited as if its gearing up for something big.,"this sensation is like me revving a bike, its fun and exciting."
56,2409241105134.json,The sensation is combination of snoozing with alaram vibration.,This sensation makes me feel lazy.,It reminds me of snoozing clock.
56,2409241546134.json,I would desribe this sensation as one vibration of 2 seconds with sharp drop off after and this cycle repeating.,This makes me feel energetic and buzzed maybe.,"This feels like walking on rough terrain, it also feels like ringing a doorbell."
56,2409241500134.json,It gives a pendulum buzz.,This felt very robotic.,It does not make me feel like i was putting my hand on the chest of a pet. 
56,2409241827134.json,The sensation is like the footsteps of a marching band or army which is very consitent but loud enough.,The sensation made me feel sharp and attentive.,The sensation reminds me of marching at a sports day leading the house flag.
60,2409171434134.json,It felt like a six step varied intensity vibration rhythm that initially increased and then decreased	,"This sensation felt like I was watching as a spectator to something, especially a rhytm in a museum","It reminded me of parkour, as it felt like climbing and coming down from something while jumping"
60,2409171804134.json,This sensation felt similar to holding headphones with music playing at a very high volume. It had quick vibrations with slight pauses in between. ,This sensation made me feel pleasant.,This sensation reminded me of something electric or similar to listening to music.
60,2409181108134.json,The vibration pattern is a little bit complex but it consists of 2 parts the seccond one is just the frist one but in reverse order. It starts weak and short then goes to long and strong and then repeats the opposite in second half.,It makes me feel melodic for some reason like i'm listening to a song.,Yes it reminds of a song i've listened to before.
60,2409180909134.json,This sensation is sharp vibrations ,This sensation makes me feel annoying,NA
60,2409251557134.json,It was different beats on top of eachother in some acceleting pattern but no cohesion ,"This sensation made me feel entropy, it was random. Like cars honking on an Indian traffic juncture, this felt like chaos ","This reminds me of indian traffic junctures, or even the music pattern of a car taking reverse"
60,2409240920134.json,"this sensation is like a dummer giving music to the song, it has a good flow of patterns.",it makes me want to get up and move my feet to the rhythm.,this reminds me of club music played in parties.
60,2409241105134.json,The sensation is like intense vibration in z motion but with aggresive vibrations.,This sensation makes me feel a bit discomfort.,This remind me of phone vibration when called.
60,2409241546134.json,"This sensation can be desribed as Low rumble and then tewo precise vibration a pause and then two precise vibration and then low rumble, this is repeated muliple times.",This makes me feel neautral and calm.,This reminds me of heavy machine moving like a crane or bulldozer. This also feels like a virabtion robot would make from Trnasfomers.
60,2409241500134.json,it gives gives out pendulum buzz and a small growling vibration every other loop. ,it makes me distracted.,it reminds me of playing with a yo-yo
60,2409241827134.json,The sensation has 2 different beats and play along as part of a machine that is completing a process.,The sensation made me feel neutral. ,The sensation reminds me of the computer screen showing the loading up circle that goes fast but then slows doen and then its fast again.
62,2409171434134.json,This sensation felt like a multi step miniscule discrete set of vibrations,It makes me feel familiar and discomforted ,It felt like the scene from Dune when the Sandworms are coming to the surface and the sand starts shifting rapidly
62,2409171804134.json,This sensation can be described as the sound produced when drawing straight lines on a piece of paper without any break at a moderate speed.,This sensation made me feel energized.,This sensation reminded me of hearing cars or bikes racing at a distance.
62,2409181108134.json,The vibrations are weak and short but they grow shortly to be strong.,IT makes me feel like i need to keep in check of the machine I'm holding and make sure i dont damage it.,It reminds me of that one time where i was shooting a gun in a game and if you kept pressing the trigger the gun heats up and stops shooting.
62,2409180909134.json,This sensation is like subtle vibration at equal intervals,This sensation makes me feel neutral,This sensation reminds me of rubbing a pencil on wooden surface
62,2409251557134.json,"This sensation felt like a low humming vibration, a low racing beat was played in loop ","This sensation made me feel like I was walking in a park late at night in the monsoon season, tranquility, peace and silence will be the words I'd use to describe the emotion","This felt like the sound frogs make in rainy season at night, also feels like something is trying to start "
62,2409240920134.json,this sensation is like a small rotor rotating to a weak current.,this sensation makes me feel passive and lazy.,"this sensation reminds me of the hot summer days as kids, when the fan in the room at top speed was not enough to beat the heat."
